Hearing Date,Hearing Time,Scheduled Hearing Location,Ticket Number,Respondent Last Name,Balance Due,Charge #1: Code Section,Hearing Status,Hearing Result,Violation Date,Violation Time,Issuing Agency,Respondent First Name,Violation Location (Borough),Violation Location (Block No.),Violation Location (Lot No.),Violation Location (House #),Violation Location (Street Name),Violation Location (Floor),Violation Location (City),Violation Location (Zip Code),Violation Location (State Name),Respondent Address (Borough),Respondent Address (House #),Respondent Address (Street Name),Respondent Address (City),Respondent Address (Zip Code),Respondent Address (State Name),Decision Location (Borough),Decision Date,Total Violation Amount,Violation Details,Date Judgment Docketed,Respondent Address or Facility Number(For FDNY and DOB Tickets),Penalty Imposed,Paid Amount,Additional Penalties or Late Fees,Compliance Status,Violation Description,Charge #1: Code,Charge #1: Code Description,Charge #1: Infraction Amount,Charge #2: Code,Charge #2: Code Section,Charge #2: Code Description,Charge #2: Infraction Amount,Charge #3: Code,Charge #3: Code Section,Charge #3: Code Description,Charge #3: Infraction Amount,Charge #4: Code,Charge #4: Code Section,Charge #4: Code Description,Charge #4: Infraction Amount,Charge #5: Code,Charge #5: Code Section,Charge #5: Code Description,Charge #5: Infraction Amount,Charge #6: Code,Charge #6: Code Section,Charge #6: Code Description,Charge #6: Infraction Amount,Charge #7: Code,Charge #7: Code Section,Charge #7: Code Description,Charge #7: Infraction Amount,Charge #8: Code,Charge #8: Code Section,Charge #8: Code Description,Charge #8: Infraction Amount,Charge #9: Code,Charge #9: Code Section,Charge #9: Code Description,Charge #9: Infraction Amount,Charge #10: Code,Charge #10: Code Section,Charge #10: Code Description,Charge #10: Infraction Amount
11/13/2015,10:30:00,MANHATTAN,0880709601,RTR FUNDING GROUP INC,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/13/2015,16:03:00,COOLING TOWERS - DOHMH,,MANHATTAN,01009,0009,150,WEST 57 STREET,,NEW YORK,10019,NEW YORK,MANHATTAN,150,WEST 57 STREET,NEW YORK,10019,NEW YORK,MANHATTAN,11/13/2015,$1000.00,20151125Y,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/01/2015,08:30:00,MANHATTAN,0880714405,255 CABRINI CONDOMINIUM,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,MANHATTAN,02179,7501,255,CABRINI BOULEVARD,,NEW YORK,10040,NEW YORK,MANHATTAN,21,WEST 38 STREET,NEW YORK,10018,NEW YORK,MANHATTAN,12/01/2015,$1000.00,20151201Y,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/01/2015,08:30:00,BROOKLYN,0880714387,ONE HUDSON PARK INC,$1000.00,NYCHC 3.05,HEARING COMPLETED,IN VIOLATION,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,MANHATTAN,00144,0001,120,WEST BROADWAY,,NEW YORK,10013,NEW YORK,MANHATTAN,666,BROADWAY,NEW YORK,10012,NEW YORK,BROOKLYN,12/02/2015,$1000.00,20151201Y,02/05/2016,,$1000.00,$0.00,$0.00,Penalty Due,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2015,10:30:00,MANHATTAN,0880714396,27 GREAT JONES CONDOMINIUMS,$0.00,NYCHC 3.05,PAID IN FULL,IN VIOLATION,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,MANHATTAN,00530,7502,29,GREAT JONES STREET,,NEW YORK,10012,NEW YORK,MANHATTAN,271,MADISON AVENUE,NEW YORK,10016,NEW YORK,MANHATTAN,11/20/2015,$1000.00,20151201Y,,,$1000.00,$1000.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/16/2016,08:30:00,MANHATTAN,0880714378,444 EAST 86 STREET OWNERS CORP,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,MANHATTAN,01565,0029,444,EAST 86 STREET,,NEW YORK,10028,NEW YORK,MANHATTAN,440,9 AVENUE,NEW YORK,10001,NEW YORK,MANHATTAN,02/17/2016,$1000.00,20151201Y,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/01/2015,10:30:00,MANHATTAN,0880714450,OWNER AGENT,$0.00,NYCHC 3.05,PAID IN FULL,,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,MANHATTAN,00460,7502,210,EAST 5 STREET,,NEW YORK,10003,NEW YORK,MANHATTAN,210,EAST 5 STREET,NEW YORK,10003,NEW YORK,,,$1000.00,20151201Y,,,$1000.00,$1000.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2015,08:30:00,MANHATTAN,0880714460,OWNER AGENT,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,MANHATTAN,01152,7501,227,WEST 60 STREET,,NEW YORK,10023,NEW YORK,MANHATTAN,225,WEST 60 STREET,NEW YORK,10023,NEW YORK,MANHATTAN,12/23/2015,$1000.00,20151201Y,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/19/2016,10:30:00,MANHATTAN,0880714432,77 BLEECKER ST CORP,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,MANHATTAN,00532,0020,77,BLEECKER STREET,,NEW YORK,10012,NEW YORK,MANHATTAN,440,9 AVENUE,NEW YORK,10001,NEW YORK,MANHATTAN,01/19/2016,$1000.00,20151201Y,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/15/2016,10:30:00,BROOKLYN,0880714570,460 COURT STREET LLC,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,BROOKLYN,00371,0039,460,COURT STREET,,BROOKLYN,11231,NEW YORK,BROOKLYN,1169,85 STREET,BROOKLYN,11228,NEW YORK,BROOKLYN,01/22/2016,$1000.00,20151119N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2016,10:30:00,BROOKLYN,0880714551,205 WATER,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,BROOKLYN,00031,7503,205,WATER STREET,,BROOKLYN,11201,NEW YORK,BROOKLYN,205,WATER STREET,BROOKLYN,11201,NEW YORK,BROOKLYN,02/17/2016,$1000.00,20151119N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/16/2016,08:30:00,MANHATTAN,0880714479,MERRION CONDOMINUM,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,MANHATTAN,01236,7502,215,WEST 88 STREET,,NEW YORK,10024,NEW YORK,MANHATTAN,215,WEST 88 STREET,NEW YORK,10024,NEW YORK,MANHATTAN,02/25/2016,$1000.00,20151201Y,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2015,10:30:00,BROOKLYN,0880714670,LAZIO REALTY LLC,$0.00,NYCHC 3.05,PAID IN FULL,,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,BROOKLYN,04697,0014,890,UTICA AVENUE,,BROOKLYN,11203,NEW YORK,NOT NYC,40,WINDWATCH DR,HAUPPAUGE,11788,NEW YORK,,,$1000.00,20151119N,,,$1000.00,$1000.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2015,08:30:00,BROOKLYN,0880714708,GLENMORE ASSOCIATES,$0.00,NYCHC 3.05,PAID IN FULL,,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,BROOKLYN,05890,0043,7118,3 AVENUE,,BROOKLYN,11209,NEW YORK,QUEENS,6906,GRAND AVENUE,MASPETH,11378,NEW YORK,,,$1000.00,20151119N,,,$1000.00,$1000.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2015,10:30:00,BROOKLYN,0880714726,STERN RITA,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,BROOKLYN,06577,0053,97,AVENUE O,,BROOKLYN,11204,NEW YORK,BROOKLYN,97,AVENUE O,BROOKLYN,11204,NEW YORK,BROOKLYN,11/23/2015,$1000.00,20151119N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2015,10:30:00,BROOKLYN,0880714589,GRANCENT CORP,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,BROOKLYN,00706,0020,116,39 STREET,,BROOKLYN,11232,NEW YORK,BROOKLYN,116,39 STREET,BROOKLYN,11232,NEW YORK,BROOKLYN,12/30/2015,$1000.00,20151119N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/17/2016,10:30:00,BROOKLYN,0880714616,ARBERN BROOKLYN COMM,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,BROOKLYN,01941,0020,500,DEKALB AVENUE,,BROOKLYN,11205,NEW YORK,BROOKLYN,725,CHURCH AVENUE,BROOKLYN,11218,NEW YORK,BROOKLYN,02/17/2016,$1000.00,20151119N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2015,08:30:00,SAU: MANH,0880714771,49 BOGART STREET LLC,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,BROOKLYN,03101,0014,49,BOGART STREET,,BROOKLYN,11206,NEW YORK,BROOKLYN,304,BOEREUM STREET,BROOKLYN,11206,NEW YORK,SAU: MANH,11/28/2015,$1000.00,20151119N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2015,08:30:00,BROOKLYN,0880714818,RC CHURCH OF GOOD SHEPHERD,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,BROOKLYN,07311,0001,2978,AVENUE S,,BROOKLYN,11229,NEW YORK,BROOKLYN,2978,AVENUE S,BROOKLYN,11229,NEW YORK,BROOKLYN,11/27/2015,$1000.00,20151119N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2015,10:30:00,BROOKLYN,0880714872,RED APPLE MYRTLE AVE DEVELOPME,$0.00,NYCHC 3.05,PAID IN FULL,IN VIOLATION,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,BROOKLYN,02061,0101,218,MYRTLE AVENUE,,BROOKLYN,11201,NEW YORK,MANHATTAN,800,3 AVENUE,NEW YORK,10022,NEW YORK,BROOKLYN,11/27/2015,$1000.00,20151119N,,,$1000.00,$1000.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/06/2015,08:30:00,QUEENS,0880714890,48-50 34TH ST LLC,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,QUEENS,00255,0010,4849,33 STREET,,LONG ISLAND CIT,11101,NEW YORK,QUEENS,43-49,10 STREET,LONG ISLAND CIT,11101,NEW YORK,QUEENS,11/09/2015,$1000.00,20151119N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2015,08:30:00,QUEENS,0880714955,OWNER AGENT,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,QUEENS,00438,7501,21-45,44 DRIVE,,LONG ISLAND CIT,11101,NEW YORK,QUEENS,21-45,44 DRIVE,LONG ISLAND CIT,11101,NEW YORK,QUEENS,11/13/2015,$1000.00,20151119N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2015,08:30:00,QUEENS,0880714973,31-46 48 LLC,$0.00,NYCHC 3.05,PAID IN FULL,,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,QUEENS,00658,0061,31-48,STEINWAY STREET,,ASTORIA,11103,NEW YORK,NOT NYC,734,W BROADWAY,WOODMERE,11598,NEW YORK,,,$1000.00,20151119N,,,$1000.00,$1000.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2015,10:30:00,QUEENS,0880714881,QUEENS ASSEMBLY HILL JHVAH,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,QUEENS,00166,0040,44-15,GREENPOINT AVENUE,,SUNNYSIDE,11104,NEW YORK,QUEENS,44-17,GREEN POINT AVE,SUNNYSIDE,11104,NEW YORK,QUEENS,11/25/2015,$1000.00,20151119N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2015,10:30:00,SAU: MANH,0880714964,TACK FAMILY REALTY LIC,$0.00,NYCHC 3.05,PAID IN FULL,IN VIOLATION,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,QUEENS,,,25-NOV,44TH ROAD,,LONG ISLAND CIT,11101,NEW YORK,NOT NYC,9,COPPERBEECH PLACE,MERRICK,11566,NEW YORK,SAU: MANH,11/21/2015,$1000.00,20151119N,,,$1000.00,$1000.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2015,10:30:00,QUEENS,0880715184,WATERBRIDGE SQUARE HOLDING LLC,$0.00,NYCHC 3.05,PAID IN FULL,,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,QUEENS,00079,0030,25-01,JACKSON AVENUE,,LONG ISLAND CIT,11101,NEW YORK,QUEENS,25-01,JACKSON AVENUE,LONG ISLAND CIT,11101,NEW YORK,,,$1000.00,20151119N,,,$1000.00,$1000.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2015,10:30:00,QUEENS,0880715101,ELEFTHERINI REALTY CORP,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,QUEENS,06274,0020,207-01,NORTHERN BOULEVARD,,BAYSIDE,11361,NEW YORK,QUEENS,207-01,NORTHERN BOULEVARD,BAYSIDE,11361,NEW YORK,QUEENS,12/09/2015,$1000.00,20151119N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2015,10:30:00,QUEENS,0880715047,S ROSENBLATT LLC,$0.00,NYCHC 3.05,PAID IN FULL,IN VIOLATION,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,QUEENS,02690,0029,59-30,56 ROAD,,MASPETH,11378,NEW YORK,QUEENS,59-30,56 ROAD,MASPETH,11378,NEW YORK,QUEENS,11/27/2015,$1000.00,20151119N,,,$1000.00,$1000.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2015,08:30:00,QUEENS,0880715110,MAIN STREET PROPERTIES LLC,$0.00,NYCHC 3.05,PAID IN FULL,DEFAULTED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,QUEENS,06662,0001,72-51,MAIN STREET,,FLUSHING,11367,NEW YORK,QUEENS,7247,MAIN STREET,FLUSHING,11367,NEW YORK,,11/24/2015,$1000.00,20151119N,,,$2000.00,$1030.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/15/2016,08:30:00,BROOKLYN,0880714744,C L REALTY,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,BROOKLYN,07557,0092,2126,NOSTRAND AVENUE,,BROOKLYN,11210,NEW YORK,BROOKLYN,2126,NOSTRAND AVENUE,BROOKLYN,11210,NEW YORK,BROOKLYN,04/15/2016,$1000.00,20151119N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2015,10:30:00,BROOKLYN,0880714735,EXTRA SPACE OF BROOKLYN 14TH S,$2000.00,NYCHC 3.05,DEFAULTED,DEFAULTED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,BROOKLYN,06733,0035,1262,EAST 14 STREET,,BROOKLYN,11230,NEW YORK,NOT NYC,PO,BOX 320099,ALEXANDRIA,22320,VIRGINIA,,11/24/2015,$1000.00,20151119N,01/25/2016,,$2000.00,$0.00,$0.00,Penalty Due,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/19/2016,09:00:00,MANHATTAN,0880715074,FEIL WHITESTONE LLC-EAST 11TH,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,QUEENS,04531,0447,153-01,10 AVENUE,,WHITESTONE,11357,NEW YORK,MANHATTAN,7,PENN PLAZA,NEW YORK,10001,NEW YORK,MANHATTAN,02/22/2016,$1000.00,20151119N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/19/2016,09:00:00,MANHATTAN,0880715065,PISTILLI LANDMARK PLAZA LLC,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,QUEENS,04148,0110,19-02,I 678,,WHITESTONE,11357,NEW YORK,QUEENS,3501,30TH AVE STE 300,ASTORIA,11103,NEW YORK,MANHATTAN,02/23/2016,$1000.00,20151119N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2015,10:30:00,QUEENS,0880715285,JOA ALEXANDER REALTY CORP,$0.00,NYCHC 3.05,PAID IN FULL,,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,QUEENS,05019,0008,40-13,MAIN STREET,,FLUSHING,11354,NEW YORK,QUEENS,,P O BOX 520030,FLUSHING,11354,NEW YORK,,,$1000.00,20151119N,,,$1000.00,$1000.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2015,10:30:00,QUEENS,0880715193,STAR CORRUGATED BOXCO INC,$0.00,NYCHC 3.05,PAID IN FULL,DEFAULTED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,QUEENS,02610,0336,55-15,GRAND AVENUE,,MASPETH,11378,NEW YORK,QUEENS,5515,GRAND AVENUE,MASPETH,11378,NEW YORK,,11/24/2015,$1000.00,20151119N,,,$2000.00,$2000.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2015,08:30:00,QUEENS,0880715056,JAMRON PROPERTIES INC,$2000.00,NYCHC 3.05,DEFAULTED,DEFAULTED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,QUEENS,03770,0027,74-08,METROPOLITAN AVENUE,,MIDDLE VILLAGE,11379,NEW YORK,MANHATTAN,1365,YORK AVENUE,NEW YORK,10021,NEW YORK,,11/24/2015,$1000.00,20151119N,01/25/2016,,$2000.00,$0.00,$0.00,Penalty Due,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2015,10:30:00,QUEENS,0880715249,ASTORIA CONDOMINIUM,$2000.00,NYCHC 3.05,DEFAULTED,DEFAULTED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,QUEENS,00549,7501,21-24,30 AVENUE,,ASTORIA,11102,NEW YORK,QUEENS,21-24,30 AVENUE,ASTORIA,11102,NEW YORK,,11/24/2015,$1000.00,20151119N,01/25/2016,,$2000.00,$0.00,$0.00,Penalty Due,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2015,08:30:00,MANHATTAN,0880714020,84 WILLIAM STREET PROPERTY OWN,$2000.00,NYCHC 3.05,DEFAULTED,DEFAULTED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,MANHATTAN,00068,0016,84,WILLIAM STREET,,NEW YORK,10038,NEW YORK,MANHATTAN,40,WALL STREET,NEW YORK,10005,NEW YORK,,12/07/2015,$1000.00,20151202Y,02/05/2016,,$2000.00,$0.00,$0.00,Penalty Due,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/18/2016,08:30:00,MANHATTAN,0880713974,MIP ONE WALL STREET ACQUISITIO,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,MANHATTAN,00023,0007,1,WALL STREET,,NEW YORK,10005,NEW YORK,MANHATTAN,767,5 AVENUE,NEW YORK,10153,NEW YORK,MANHATTAN,03/21/2016,$1000.00,20151202Y,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2015,08:30:00,MANHATTAN,0880714102,RUN 178 LLC LANDMARK REALTY LL,$2000.00,NYCHC 3.05,DEFAULTED,DEFAULTED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,MANHATTAN,00759,0027,321,WEST 35 STREET,,NEW YORK,10001,NEW YORK,MANHATTAN,175,CANAL STREET,NEW YORK,10013,NEW YORK,,12/07/2015,$1000.00,20151202Y,02/05/2016,,$2000.00,$0.00,$0.00,Penalty Due,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/19/2016,08:30:00,MANHATTAN,0880714010,NINETY FIVE WALL STREET LLC,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,MANHATTAN,00033,0011,95,WALL STREET,,NEW YORK,10005,NEW YORK,NOT NYC,1745,SHEA CENTER DR,HIGHLANDS RANCH,80129,COLORADO,MANHATTAN,01/19/2016,$1000.00,20151202Y,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
