,Ticket Number,Violation Date,Violation Time,Issuing Agency,Respondent Last Name,Respondent First Name,Balance Due,Violation Location (Borough),Violation Location (Block No.),Violation Location (Lot No.),Violation Location (House #),Violation Location (Street Name),Violation Location (Floor),Violation Location (City),Violation Location (Zip Code),Violation Location (State Name),Respondent Address (Borough),Respondent Address (House #),Respondent Address (Street Name),Respondent Address (City),Respondent Address (Zip Code),Respondent Address (State Name),Hearing Status,Hearing Result,Scheduled Hearing Location,Hearing Date,Hearing Time,Decision Location (Borough),Decision Date,Total Violation Amount,Violation Details,Date Judgment Docketed,Respondent Address or Facility Number(For FDNY and DOB Tickets),Penalty Imposed,Paid Amount,Additional Penalties or Late Fees,Compliance Status,Violation Description,Charge #1: Code,Charge #1: Code Section,Charge #1: Code Description,Charge #1: Infraction Amount,Charge #2: Code,Charge #2: Code Section,Charge #2: Code Description,Charge #2: Infraction Amount,Charge #3: Code,Charge #3: Code Section,Charge #3: Code Description,Charge #3: Infraction Amount,Charge #4: Code,Charge #4: Code Section,Charge #4: Code Description,Charge #4: Infraction Amount,Charge #5: Code,Charge #5: Code Section,Charge #5: Code Description,Charge #5: Infraction Amount,Charge #6: Code,Charge #6: Code Section,Charge #6: Code Description,Charge #6: Infraction Amount,Charge #7: Code,Charge #7: Code Section,Charge #7: Code Description,Charge #7: Infraction Amount,Charge #8: Code,Charge #8: Code Section,Charge #8: Code Description,Charge #8: Infraction Amount,Charge #9: Code,Charge #9: Code Section,Charge #9: Code Description,Charge #9: Infraction Amount,Charge #10: Code,Charge #10: Code Section,Charge #10: Code Description,Charge #10: Infraction Amount,BBL
176,037000368Z,09/21/2015,02:55:00,DEPT. OF BUILDINGS,BLAKERICH TRUST,,$0.00,3,03767,0001,529,BLAKE AVENUE,,BKLYN,11207.0,NEW YORK,BROOKLYN,167,PENN STREET,BKLYN,11211.0,NEW YORK,PAID IN FULL,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,BROOKLYN,11/16/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$400.00,$400.00,$0.00,Compliance Due,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3037670001
177,037000348L,09/21/2015,11:30:00,DEPT. OF BUILDINGS,OWNER OF 197 MONTAGUE ST,,$400.00,3,00244,7501,197,MONTAGUE STREET,,BKLYN,11201.0,NEW YORK,BROOKLYN,195,MONTAGUE STREET,BKLYN,11201.0,NEW YORK,DOCKETED,IN VIOLATION,BROOKLYN,05/09/2016,09:00:00,BROOKLYN,05/26/2016,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,08/31/2016,,$400.00,$0.00,$0.00,Penalty Due,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3002447501
178,037000356L,09/21/2015,05:20:00,DEPT. OF BUILDINGS,"1 PROSPECT PARK ALF, LLC",,$3463.00,3,01066,0035,1,PROSPECT PARK WEST,,BKLYN,11215.0,NEW YORK,BROOKLYN,1,PROSPECT PARK WEST,BKLYN,11215.0,NEW YORK,DOCKETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,11/16/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,02/29/2016,,$4000.00,$800.00,$0.00,Both Due,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3010660035
179,037000370H,09/21/2015,05:30:00,DEPT. OF BUILDINGS,"PALM GARDENS REALTY,LLC",,$0.00,3,05358,0041,615,AVENUE C,,BROOKLYN,11218.0,NEW YORK,BROOKLYN,615,AVENUE C,BROOKLYN,11218.0,NEW YORK,PAID IN FULL,ADMIT IN-VIO,BROOKLYN,03/28/2016,10:30:00,,11/16/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY CODE.,,,$830.00,$830.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3053580041
180,037000381N,09/21/2015,07:14:00,DEPT. OF BUILDINGS,COMMUNITY HOSPITAL OF BROOKLYN,,$0.00,3,06772,0004,2525,KINGS HIGHWAY,,BROOKLYN,11229.0,NEW YORK,BROOKLYN,2525,KINGS HIGHWAY,BROOKLYN,11229.0,NEW YORK,HEARING COMPLETED,DISMISSED,BROOKLYN,11/04/2015,10:30:00,BROOKLYN,11/04/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3067720004
181,037000383R,09/21/2015,02:03:00,DEPT. OF BUILDINGS,NYC PARKS RECREATION,856,$0.00,3,07073,0101,1901,BOARDWALK,,BROOKLYN,11224.0,NEW YORK,NOT NYC,,CENTRAL PARK,NEW YORK,10065.0,NEW YORK,WRITTEN OFF,POP IN-VIOL,BROOKLYN,11/09/2015,10:30:00,,09/23/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3070730101
182,037000378M,09/21/2015,04:29:00,DEPT. OF BUILDINGS,NARROWS MEDCL BLDG ASSOC,,$0.00,3,06134,0028,9914,4 AVENUE,,BROOKLYN,11209.0,NEW YORK,BROOKLYN,9920,4 AVENUE,BROOKLYN,11209.0,NEW YORK,HEARING COMPLETED,DISMISSED,BROOKLYN,07/18/2016,09:00:00,BROOKLYN,07/20/2016,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3061340028
183,037000366P,09/21/2015,04:20:00,DEPT. OF BUILDINGS,1501 PITKIN OWNERS LLC,,$3482.00,3,03492,0001,1501,PITKIN AVENUE,,BKLYN,11212.0,NEW YORK,NOT NYC,225,WESTCHESTER AVENUE,PORT CHESTER,10573.0,NEW YORK,DOCKETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,11/16/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,02/29/2016,,$4000.00,$800.00,$0.00,Both Due,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3034920001
184,037000382P,09/21/2015,03:00:00,DEPT. OF BUILDINGS,WE CARE II LLC,,$0.00,3,06925,0055,2340,CROPSEY AVENUE,,BROOKLYN,11214.0,NEW YORK,BROOKLYN,2300,CROPSEY AVENUE,BROOKLYN,11214.0,NEW YORK,PAID IN FULL,DEFAULTED,BROOKLYN,11/09/2015,10:30:00,,11/16/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,02/29/2016,,$4000.00,$4050.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3069250055
185,037000386M,09/21/2015,12:15:00,DEPT. OF BUILDINGS,NYC DSBS,801,$0.00,3,05778,0001,140A,58 STREET,,BKLYN,11220.0,NEW YORK,MANHATTAN,110,WILLIAM STREET,NY,10038.0,NEW YORK,WRITTEN OFF,POP IN-VIOL,BROOKLYN,11/09/2015,10:30:00,,09/23/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3057780001
186,037000390P,09/21/2015,03:35:00,DEPT. OF BUILDINGS,HEALTH AND HOSPITAL CORP,819,$0.00,3,04829,0001,451,CLARKSON AVENUE,,BKLYN,11203.0,NEW YORK,MANHATTAN,125,WORTH STREET,NY,10013.0,NEW YORK,WRITTEN OFF,POP IN-VIOL,BROOKLYN,11/09/2015,10:30:00,,09/23/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3048290001
187,037000389H,09/21/2015,02:00:00,DEPT. OF BUILDINGS,KINGSBROOK MED CTR,,$0.00,3,04602,0001,615,SCHENECTADY AVENUE,,BKLYN,11203.0,NEW YORK,BROOKLYN,585,SCHENECTADY AVENUE,BKLYN,11203.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/07/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3046020001
188,037000387Y,09/21/2015,12:33:00,DEPT. OF BUILDINGS,MB OFFICE LLC,,$0.00,3,06740,0085,1651,CONEY ISLAND AVENUE,,BROOKLYN,11230.0,NEW YORK,BROOKLYN,1651,CONEY ISLAND AVENUE,BROOKLYN,11230.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/15/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3067400085
189,037000385K,09/21/2015,03:35:00,DEPT. OF BUILDINGS,"YESHIVAH,MAGEN DAVID",,$0.00,3,06265,0006,7801,BAY PARKWAY,,BROOKLYN,11214.0,NEW YORK,BROOKLYN,7801,BAY PARKWAY,BROOKLYN,11214.0,NEW YORK,PAID IN FULL,STIPULATED,BROOKLYN,11/09/2015,10:30:00,,11/06/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,,,$400.00,$400.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3062650006
190,037000393K,09/21/2015,07:00:00,DEPT. OF BUILDINGS,LIVLONG PROPERTIES,,$0.00,3,00164,0013,155,SCHERMERHORN STREET,,BROOKLYN,11201.0,NEW YORK,BROOKLYN,166,LIVINGSTON STREET,BROOKLYN,11201.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/20/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3001640013
191,037000400J,09/21/2015,01:15:00,DEPT. OF BUILDINGS,DUMBO LOFTS RENTAL LLC,,$0.00,3,00051,0001,75,CADMAN PLAZA EAST,,BKLYN,11201.0,NEW YORK,BROOKLYN,45,MAIN STREET,BKLYN,11201.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/20/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000510001
192,037000395Y,09/21/2015,11:20:00,DEPT. OF BUILDINGS,VAN BLARCOM CLOSURES INC,,$0.00,3,01752,0035,156,SANDFORD STREET,,BKLYN,11205.0,NEW YORK,BROOKLYN,156,SANDFORD STREET,BKLYN,11205.0,NEW YORK,HEARING COMPLETED,DISMISSED,BROOKLYN,11/04/2015,10:30:00,BROOKLYN,11/04/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3017520035
193,037000397H,09/21/2015,06:40:00,DEPT. OF BUILDINGS,PRATT INSTITUTE,,$0.00,3,01921,0064,212,STEUBEN STREET,,BROOKLYN,11205.0,NEW YORK,BROOKLYN,215,RYERSON STREET,BROOKLYN,11205.0,NEW YORK,HEARING COMPLETED,DISMISSED,BROOKLYN,11/04/2015,10:30:00,BROOKLYN,11/04/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3019210064
194,037000398J,09/21/2015,06:45:00,DEPT. OF BUILDINGS,GREENPOINT-GOLDMAN CORP,,$0.00,3,02009,0001,483,CLERMONT AVENUE,,BKLYN,11238.0,NEW YORK,MANHATTAN,1185,AVENUE OF THE AMERICAS,NY,10036.0,NEW YORK,PAID IN FULL,STIPULATED,BROOKLYN,11/09/2015,10:30:00,,11/09/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$400.00,$400.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3020090001
195,037000399L,09/21/2015,06:40:00,DEPT. OF BUILDINGS,GREENPOINT-GOLDMAN CORP,,$0.00,3,02009,0001,783,ATLANTIC AVENUE,,BKLYN,11238.0,NEW YORK,MANHATTAN,1185,AVENUE OF THE AMERICAS,NY,10036.0,NEW YORK,PAID IN FULL,STIPULATED,BROOKLYN,11/09/2015,10:30:00,,11/09/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$400.00,$400.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3020090001
196,037000394M,09/21/2015,10:20:00,DEPT. OF BUILDINGS,"ACP BK 1,LLC",,$0.00,3,01720,0001,602,FLUSHING AVENUE,,BKLYN,11206.0,NEW YORK,BROOKLYN,630,FLUSHING AVENUE,BKLYN,11206.0,NEW YORK,HEARING COMPLETED,DISMISSED,BROOKLYN,02/08/2016,08:30:00,BROOKLYN,02/08/2016,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3017200001
197,037000420R,09/21/2015,12:15:00,DEPT. OF BUILDINGS,NYC DSBS,801,$0.00,3,05778,0001,140B,58 STREET,,BKLYN,11220.0,NEW YORK,MANHATTAN,110,WILLIAM STREET,NY,10038.0,NEW YORK,WRITTEN OFF,POP IN-VIOL,BROOKLYN,11/09/2015,10:30:00,,09/23/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3057780001
198,037000419J,09/21/2015,06:16:00,DEPT. OF BUILDINGS,RC CH OF GOOD SHEPHER,,$0.00,3,,0000,1950,GAR BATCHELDER STREET,,BROOKLYN,11229.0,NEW YORK,BROOKLYN,2978,AVENUE S,BROOKLYN,11229.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/23/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000
199,037000418H,09/21/2015,05:58:00,DEPT. OF BUILDINGS,RC CH OF GOOD SHEPHER,,$0.00,3,07311,0001,1952,BATCHELDER STREET,,BROOKLYN,11229.0,NEW YORK,BROOKLYN,2978,AVENUE S,BROOKLYN,11229.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/29/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3073110001
200,037000417X,09/21/2015,01:15:00,DEPT. OF BUILDINGS,LUTHERAN MEDICAL CENTER,,$0.00,3,00820,0036,5424,2 AVENUE,,BKLYN,11220.0,NEW YORK,BROOKLYN,5434,2 AVENUE,BKLYN,11220.0,NEW YORK,HEARING COMPLETED,DISMISSED,BROOKLYN,11/04/2015,10:30:00,BROOKLYN,11/04/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3008200036
201,037000409X,09/21/2015,05:45:00,DEPT. OF BUILDINGS,KINGSBORO PSYCHIATRIC CTR,,$0.00,3,04617,0001,714,WINTHROP STREET,,BKLYN,11203.0,NEW YORK,BROOKLYN,681,CLARKSON AVENUE,BKLYN,11203.0,NEW YORK,HEARING COMPLETED,DISMISSED,BROOKLYN,01/13/2016,10:30:00,BROOKLYN,01/13/2016,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3046170001
202,037000410N,09/21/2015,05:45:00,DEPT. OF BUILDINGS,KINGSBORO PSYCHIATRIC CTR,,$0.00,3,04617,0001,784,WINTHROP STREET,,BKLYN,11203.0,NEW YORK,BROOKLYN,681,CLARKSON AVENUE,BKLYN,11203.0,NEW YORK,HEARING COMPLETED,DISMISSED,BROOKLYN,01/13/2016,10:30:00,BROOKLYN,01/13/2016,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3046170001
203,037000406K,09/21/2015,04:56:00,DEPT. OF BUILDINGS,"ACP BK I,LLC",,$0.00,3,01720,0001,600,FLUSHING AVENUE,,BROOKLYN,11206.0,NEW YORK,BROOKLYN,630,FLUSHING AVENUE,BROOKLYN,11206.0,NEW YORK,HEARING COMPLETED,DISMISSED,BROOKLYN,02/08/2016,08:30:00,BROOKLYN,02/08/2016,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3017200001
204,037000442H,09/21/2015,02:30:00,DEPT. OF BUILDINGS,"BENIDER COMPANY,LLC",,$0.00,4,05019,0024,136-32,ROOSEVELT AVENUE,,QN,11354.0,NEW YORK,NOT NYC,7,WEST SEVENTH ST,CINCINNATI,45202.0,OHIO,HEARING COMPLETED,IN VIOLATION,QUEENS,11/17/2015,10:30:00,BROOKLYN,10/09/2015,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4050190024
205,037000426H,09/21/2015,08:40:00,DEPT. OF BUILDINGS,ATLANTIC COURT LLC,,$0.00,3,00176,7501,295,ATLANTIC AVENUE,,BKLYN,11201.0,NEW YORK,MANHATTAN,257,PARK AVENUE SOUTH,NY,10010.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/13/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3001767501
206,037000424Y,09/21/2015,12:45:00,DEPT. OF BUILDINGS,STARRETT CITY INC,,$0.00,3,04452,0020,1430,FREEPORT LOOP,,BKLYN,11239.0,NEW YORK,BROOKLYN,1325,PENNSYLVANIA AVENUE,BKLYN,11239.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/20/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3044520020
207,037000396X,09/21/2015,08:40:00,DEPT. OF BUILDINGS,TAAFFEE PLACE RLTY CORP,,$4000.00,3,01881,0021,99,CLASSON AVENUE,,BKLYN,11205.0,NEW YORK,BROOKLYN,1612,42 STREET,BKLYN,11204.0,NEW YORK,DOCKETED,DEFAULTED,BROOKLYN,11/09/2015,10:30:00,,11/16/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,02/29/2016,,$4000.00,$0.00,$0.00,Both Due,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3018810021
208,037000425X,09/21/2015,04:06:00,DEPT. OF BUILDINGS,PARK CIRCLE CONDOMINIUM,0,$0.00,3,05322,7501,346,CONEY ISLAND AVENUE,,BK,11218.0,NEW YORK,NOT NYC,347,CONEY ISLAND AVE,BK,11218.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/30/2015,$800.00,"28-317.3,FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE",,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3053227501
209,037000445N,09/21/2015,03:40:00,DEPT. OF BUILDINGS,MUSSO PROPERTIES LLC,,$0.00,4,08336,0001,249-26,LONG ISLAND EXPRESSWAY,,QN,11362.0,NEW YORK,NOT NYC,P.O.,BOX 2252,NEW HYDE PARK,11040.0,NEW YORK,HEARING COMPLETED,DISMISSED,QUEENS,10/30/2015,10:30:00,QUEENS,10/30/2015,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4083360001
210,037000422K,09/21/2015,05:14:00,DEPT. OF BUILDINGS,"SUNSET LG REALTY,LLC",,$0.00,3,06094,0001,9036,7 AVENUE,,BROOKLYN,11228.0,NEW YORK,BROOKLYN,699,92 STREET,BROOKLYN,11228.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,11/05/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3060940001
211,037000454P,09/21/2015,08:10:00,DEPT. OF BUILDINGS,ROCHDALE VILLAGE INC.,,$0.00,4,12495,0002,163-35,130 AVENUE,,QN,11434.0,NEW YORK,QUEENS,134-35,166 PLACE,QN,11434.0,NEW YORK,HEARING COMPLETED,DISMISSED,QUEENS,01/05/2016,08:30:00,QUEENS,01/05/2016,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4124950002
212,037000455R,09/21/2015,08:20:00,DEPT. OF BUILDINGS,ROCHDALE VILLAGE INC.,,$0.00,4,12495,0002,163-45,130 AVENUE,,QN,11434.0,NEW YORK,QUEENS,134-35,166 PLACE,QN,11434.0,NEW YORK,HEARING COMPLETED,DISMISSED,QUEENS,01/05/2016,08:30:00,QUEENS,01/05/2016,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4124950002
213,037000456Z,09/21/2015,09:10:00,DEPT. OF BUILDINGS,ROCHDALE VILLAGE INC,,$0.00,4,12495,0002,170-10,130 AVENUE,,QN,11434.0,NEW YORK,QUEENS,134-35,166 PLACE,QN,11434.0,NEW YORK,HEARING COMPLETED,DISMISSED,QUEENS,01/05/2016,08:30:00,QUEENS,01/05/2016,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4124950002
