Ticket Number,Violation Date,Violation Time,Issuing Agency,Respondent Last Name,Respondent First Name,Balance Due,Violation Location (Borough),Violation Location (Block No.),Violation Location (Lot No.),Violation Location (House #),Violation Location (Street Name),Violation Location (Floor),Violation Location (City),Violation Location (Zip Code),Violation Location (State Name),Respondent Address (Borough),Respondent Address (House #),Respondent Address (Street Name),Respondent Address (City),Respondent Address (Zip Code),Respondent Address (State Name),Hearing Status,Hearing Result,Scheduled Hearing Location,Hearing Date,Hearing Time,Decision Location (Borough),Decision Date,Total Violation Amount,Violation Details,Date Judgment Docketed,Respondent Address or Facility Number(For FDNY and DOB Tickets),Penalty Imposed,Paid Amount,Additional Penalties or Late Fees,Compliance Status,Violation Description,Charge #1: Code,Charge #1: Code Section,Charge #1: Code Description,Charge #1: Infraction Amount,Charge #2: Code,Charge #2: Code Section,Charge #2: Code Description,Charge #2: Infraction Amount,Charge #3: Code,Charge #3: Code Section,Charge #3: Code Description,Charge #3: Infraction Amount,Charge #4: Code,Charge #4: Code Section,Charge #4: Code Description,Charge #4: Infraction Amount,Charge #5: Code,Charge #5: Code Section,Charge #5: Code Description,Charge #5: Infraction Amount,Charge #6: Code,Charge #6: Code Section,Charge #6: Code Description,Charge #6: Infraction Amount,Charge #7: Code,Charge #7: Code Section,Charge #7: Code Description,Charge #7: Infraction Amount,Charge #8: Code,Charge #8: Code Section,Charge #8: Code Description,Charge #8: Infraction Amount,Charge #9: Code,Charge #9: Code Section,Charge #9: Code Description,Charge #9: Infraction Amount,Charge #10: Code,Charge #10: Code Section,Charge #10: Code Description,Charge #10: Infraction Amount
037000263M,09/21/2015,07:05:00,DEPT. OF BUILDINGS,OWNER OF 1260 3 AVE,,$4000.00,MANHATTAN,01407,0033,1260,3 AVENUE,,MANHATTAN,10021,NEW YORK,MANHATTAN,1250,3 AVENUE,NEW YORK,10021,NEW YORK,DOCKETED,DEFAULTED,MANHATTAN,11/12/2015,10:30:00,,11/17/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM COMPLY W CODE.,02/29/2016,,$4000.00,$0.00,$0.00,Both Due,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000286P,09/21/2015,10:45:00,DEPT. OF BUILDINGS,RICE BOWL REALTY CORP,,$0.00,MANHATTAN,00164,0009,52,MULBERRY STREET,,NY,10013,NEW YORK,MANHATTAN,48,MULBERRY STREET,NY,10013,NEW YORK,PAID IN FULL,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,11/12/2015,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$400.00,$400.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000294P,09/21/2015,03:13:00,DEPT. OF BUILDINGS,HOSTOS COMMUNITY COLLEGE,,$0.00,BRONX,02343,0032,484,GRAND CONCOURSE,,BX,10451,NEW YORK,BRONX,500,GRAND CONCOURSE,BX,10451,NEW YORK,HEARING COMPLETED,IN VIOLATION,BRONX,11/20/2015,10:30:00,STATEN IS,10/02/2015,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000300M,09/21/2015,08:14:00,DEPT. OF BUILDINGS,PALISADE NURSING HOME,,$0.00,BRONX,05933,0210,5931,PALISADE AVENUE,,BX,10471,NEW YORK,BRONX,5901,PALISADE AVENUE,BX,10471,NEW YORK,HEARING COMPLETED,IN VIOLATION,BRONX,11/20/2015,10:30:00,STATEN IS,10/07/2015,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000301Y,09/21/2015,07:24:00,DEPT. OF BUILDINGS,3202 LLC,,$0.00,BRONX,03343,0001,3200,BAINBRIDGE AVENUE,,BX,10467,NEW YORK,BRONX,271,EAST 205 STREET,BX,10467,NEW YORK,HEARING COMPLETED,IN VIOLATION,BRONX,11/20/2015,10:30:00,STATEN IS,10/20/2015,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000323P,09/21/2015,03:59:00,DEPT. OF BUILDINGS,3339 PARK DEVELOPMENT LLC,,$0.00,BRONX,02424,0053,380,EAST 165 STREET,,BX,10456,NEW YORK,BROOKLYN,3154,EMMONS AVENUE,BK,11235,NEW YORK,HEARING COMPLETED,IN VIOLATION,BRONX,11/20/2015,10:30:00,STATEN IS,10/20/2015,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000307P,09/21/2015,10:40:00,DEPT. OF BUILDINGS,"JEWISH HOME LIFECARE,HARRY AN",,$0.00,BRONX,03220,0037,100,WEST KINGSBRIDGE ROAD,,BX,10468,NEW YORK,BRONX,100,WEST KINGSBRIDGE ROAD,BX,10468,NEW YORK,HEARING COMPLETED,IN VIOLATION,BRONX,11/20/2015,10:30:00,STATEN IS,10/22/2015,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000324R,09/21/2015,09:55:00,DEPT. OF BUILDINGS,OWNER OF,,$0.00,BRONX,03247,0165,250,BEDFORD PARK BL WEST,,BX,10468,NEW YORK,BRONX,250,BEDFORD PARK BL WEST,BX,10468,NEW YORK,HEARING COMPLETED,IN VIOLATION,BRONX,11/20/2015,10:30:00,STATEN IS,11/02/2015,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000292L,09/21/2015,12:18:00,DEPT. OF BUILDINGS,140 CORP,,$0.00,BRONX,02314,0058,296,EAST 140 STREET,,BX,10454,NEW YORK,NOT NYC,9,PARK PL,GREAT NECK,11021,NEW YORK,PAID IN FULL,STIPULATED,BRONX,11/20/2015,10:30:00,STATEN IS,11/19/2015,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$400.00,$400.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000293N,09/21/2015,01:19:00,DEPT. OF BUILDINGS,FRAJE REALTY CORP,,$0.00,BRONX,02326,0040,2733,3 AVENUE,,BX,10451,NEW YORK,NOT NYC,22,DUTCHESS DR,ORANGEBURG,10962,NEW YORK,PAID IN FULL,IN VIOLATION,BRONX,11/20/2015,10:30:00,BRONX,11/20/2015,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$400.00,$400.00,$0.00,Compliance Due,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000308R,09/21/2015,05:25:00,DEPT. OF BUILDINGS,MCFARLAND,MICHAEL C.,$0.00,BRONX,03273,0390,515,EAST FORDHAM ROAD,,BX,10458,NEW YORK,MANHATTAN,39,EAST 83 STREET,NY,10028,NEW YORK,HEARING COMPLETED,DISMISSED,BRONX,12/24/2015,10:30:00,BRONX,12/24/2015,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000328Y,09/21/2015,09:00:00,DEPT. OF BUILDINGS,"HYMIL ASSOCIATES,LLC",,$0.00,BRONX,05777,0714,3824,WALDO AVENUE,,BX,10463,NEW YORK,BRONX,3211,BAINBRIDGE AVENUE,BX,10467,NEW YORK,HEARING COMPLETED,DISMISSED,BRONX,02/12/2016,08:30:00,BRONX,02/12/2016,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000267J,09/21/2015,06:00:00,DEPT. OF BUILDINGS,CPT 520 W 23 OWNER LLC,,$0.00,MANHATTAN,01071,0042,523,WEST 42 STREET,,NEW YORK,10036,NEW YORK,NOT NYC,3520,PIEDMONT RD NE,ATLANTA,30305,GEORGIA,HEARING COMPLETED,DISMISSED,MANHATTAN,10/24/2016,10:30:00,MANHATTAN,10/24/2016,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000351M,09/21/2015,09:40:00,DEPT. OF BUILDINGS,ATLANTIC APTS,,$0.00,BROOKLYN,00284,0017,100,ATLANTIC AVENUE,,BKLYN,11201,NEW YORK,MANHATTAN,19,WEST 21 STREET,NY,10010,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/07/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000357N,09/21/2015,06:10:00,DEPT. OF BUILDINGS,720 WASHINGTON AVENUE,,$0.00,BROOKLYN,01160,0037,720,WASHINGTON AVENUE,,BKLYN,11238,NEW YORK,BROOKLYN,720,WASHINGTON AVENUE,BKLYN,11238,NEW YORK,HEARING COMPLETED,DISMISSED,BROOKLYN,10/15/2015,10:30:00,BROOKLYN,10/15/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000349N,09/21/2015,09:40:00,DEPT. OF BUILDINGS,ATLANTIC APARTMENTS,,$0.00,BROOKLYN,00284,0017,96,ATLANTIC AVENUE,,BKLYN,11201,NEW YORK,MANHATTAN,19,WEST 21 STREET,NY,10010,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/20/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000346H,09/21/2015,08:05:00,DEPT. OF BUILDINGS,141 LIVINGSTON OWNER LLC,,$0.00,BROOKLYN,00154,0028,141,LIVINGSTON STREET,,BKLYN,11201,NEW YORK,BROOKLYN,4611,12 AVENUE,BKLYN,11219,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/26/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000355J,09/21/2015,02:55:00,DEPT. OF BUILDINGS,SALMAR PROPERTIES LLC,,$0.00,BROOKLYN,00671,0001,850,3 AVENUE,,BKLYN,11232,NEW YORK,BROOKLYN,5718,2 AVENUE,BKLYN,11220,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/30/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000347J,09/21/2015,03:45:00,DEPT. OF BUILDINGS,FULTON STREET OWNER LLC,,$0.00,BROOKLYN,00155,0010,384,FULTON STREET,,BROOKLYN,11201,NEW YORK,MANHATTAN,291,BROADWAY,NEW YORK,10007,NEW YORK,HEARING COMPLETED,DISMISSED,BROOKLYN,11/04/2015,10:30:00,BROOKLYN,11/04/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000361X,09/21/2015,06:20:00,DEPT. OF BUILDINGS,ARBERN BROOKLYN COMM,,$0.00,BROOKLYN,01941,0020,492,DEKALB AVENUE,,BROOKLYN,11205,NEW YORK,BROOKLYN,725,CHURCH AVENUE,BROOKLYN,11218,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/13/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000375R,09/21/2015,00:00:00,DEPT. OF BUILDINGS,"BORO PARK LAND CO.,LLC",,$0.00,BROOKLYN,05639,0001,4915,10 AVENUE,,BROOKLYN,11219,NEW YORK,BROOKLYN,4915,10 AVENUE,BROOKLYN,11219,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/15/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000360Y,09/21/2015,01:10:00,DEPT. OF BUILDINGS,BEDFORD STUYVESANT RESTORATION,,$0.00,BROOKLYN,01862,0014,1368,FULTON STREET,,BKLYN,11216,NEW YORK,BROOKLYN,1368,FULTON STREET,BKLYN,11216,NEW YORK,HEARING COMPLETED,DISMISSED,BROOKLYN,11/04/2015,10:30:00,BROOKLYN,11/04/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000362H,09/21/2015,07:25:00,DEPT. OF BUILDINGS,CHILDREN'S LEISURE PRODUCTS LL,,$0.00,BROOKLYN,02113,0022,644,FULTON STREET,,BKLYN,11217,NEW YORK,NOT NYC,2929,WALDEN AVENUE,DEPEW,14043,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,11/04/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000368Z,09/21/2015,02:55:00,DEPT. OF BUILDINGS,BLAKERICH TRUST,,$0.00,BROOKLYN,03767,0001,529,BLAKE AVENUE,,BKLYN,11207,NEW YORK,BROOKLYN,167,PENN STREET,BKLYN,11211,NEW YORK,PAID IN FULL,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,BROOKLYN,11/16/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$400.00,$400.00,$0.00,Compliance Due,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000348L,09/21/2015,11:30:00,DEPT. OF BUILDINGS,OWNER OF 197 MONTAGUE ST,,$400.00,BROOKLYN,00244,7501,197,MONTAGUE STREET,,BKLYN,11201,NEW YORK,BROOKLYN,195,MONTAGUE STREET,BKLYN,11201,NEW YORK,DOCKETED,IN VIOLATION,BROOKLYN,05/09/2016,09:00:00,BROOKLYN,05/26/2016,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,08/31/2016,,$400.00,$0.00,$0.00,Penalty Due,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000356L,09/21/2015,05:20:00,DEPT. OF BUILDINGS,"1 PROSPECT PARK ALF, LLC",,$3463.00,BROOKLYN,01066,0035,1,PROSPECT PARK WEST,,BKLYN,11215,NEW YORK,BROOKLYN,1,PROSPECT PARK WEST,BKLYN,11215,NEW YORK,DOCKETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,11/16/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,02/29/2016,,$4000.00,$800.00,$0.00,Both Due,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000370H,09/21/2015,05:30:00,DEPT. OF BUILDINGS,"PALM GARDENS REALTY,LLC",,$0.00,BROOKLYN,05358,0041,615,AVENUE C,,BROOKLYN,11218,NEW YORK,BROOKLYN,615,AVENUE C,BROOKLYN,11218,NEW YORK,PAID IN FULL,ADMIT IN-VIO,BROOKLYN,03/28/2016,10:30:00,,11/16/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY CODE.,,,$830.00,$830.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000381N,09/21/2015,07:14:00,DEPT. OF BUILDINGS,COMMUNITY HOSPITAL OF BROOKLYN,,$0.00,BROOKLYN,06772,0004,2525,KINGS HIGHWAY,,BROOKLYN,11229,NEW YORK,BROOKLYN,2525,KINGS HIGHWAY,BROOKLYN,11229,NEW YORK,HEARING COMPLETED,DISMISSED,BROOKLYN,11/04/2015,10:30:00,BROOKLYN,11/04/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000383R,09/21/2015,02:03:00,DEPT. OF BUILDINGS,NYC PARKS RECREATION,856,$0.00,BROOKLYN,07073,0101,1901,BOARDWALK,,BROOKLYN,11224,NEW YORK,NOT NYC,,CENTRAL PARK,NEW YORK,10065,NEW YORK,WRITTEN OFF,POP IN-VIOL,BROOKLYN,11/09/2015,10:30:00,,09/23/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000378M,09/21/2015,04:29:00,DEPT. OF BUILDINGS,NARROWS MEDCL BLDG ASSOC,,$0.00,BROOKLYN,06134,0028,9914,4 AVENUE,,BROOKLYN,11209,NEW YORK,BROOKLYN,9920,4 AVENUE,BROOKLYN,11209,NEW YORK,HEARING COMPLETED,DISMISSED,BROOKLYN,07/18/2016,09:00:00,BROOKLYN,07/20/2016,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000366P,09/21/2015,04:20:00,DEPT. OF BUILDINGS,1501 PITKIN OWNERS LLC,,$3482.00,BROOKLYN,03492,0001,1501,PITKIN AVENUE,,BKLYN,11212,NEW YORK,NOT NYC,225,WESTCHESTER AVENUE,PORT CHESTER,10573,NEW YORK,DOCKETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,11/16/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,02/29/2016,,$4000.00,$800.00,$0.00,Both Due,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000382P,09/21/2015,03:00:00,DEPT. OF BUILDINGS,WE CARE II LLC,,$0.00,BROOKLYN,06925,0055,2340,CROPSEY AVENUE,,BROOKLYN,11214,NEW YORK,BROOKLYN,2300,CROPSEY AVENUE,BROOKLYN,11214,NEW YORK,PAID IN FULL,DEFAULTED,BROOKLYN,11/09/2015,10:30:00,,11/16/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,02/29/2016,,$4000.00,$4050.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000386M,09/21/2015,12:15:00,DEPT. OF BUILDINGS,NYC DSBS,801,$0.00,BROOKLYN,05778,0001,140A,58 STREET,,BKLYN,11220,NEW YORK,MANHATTAN,110,WILLIAM STREET,NY,10038,NEW YORK,WRITTEN OFF,POP IN-VIOL,BROOKLYN,11/09/2015,10:30:00,,09/23/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000390P,09/21/2015,03:35:00,DEPT. OF BUILDINGS,HEALTH AND HOSPITAL CORP,819,$0.00,BROOKLYN,04829,0001,451,CLARKSON AVENUE,,BKLYN,11203,NEW YORK,MANHATTAN,125,WORTH STREET,NY,10013,NEW YORK,WRITTEN OFF,POP IN-VIOL,BROOKLYN,11/09/2015,10:30:00,,09/23/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000389H,09/21/2015,02:00:00,DEPT. OF BUILDINGS,KINGSBROOK MED CTR,,$0.00,BROOKLYN,04602,0001,615,SCHENECTADY AVENUE,,BKLYN,11203,NEW YORK,BROOKLYN,585,SCHENECTADY AVENUE,BKLYN,11203,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/07/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000387Y,09/21/2015,12:33:00,DEPT. OF BUILDINGS,MB OFFICE LLC,,$0.00,BROOKLYN,06740,0085,1651,CONEY ISLAND AVENUE,,BROOKLYN,11230,NEW YORK,BROOKLYN,1651,CONEY ISLAND AVENUE,BROOKLYN,11230,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/15/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000385K,09/21/2015,03:35:00,DEPT. OF BUILDINGS,"YESHIVAH,MAGEN DAVID",,$0.00,BROOKLYN,06265,0006,7801,BAY PARKWAY,,BROOKLYN,11214,NEW YORK,BROOKLYN,7801,BAY PARKWAY,BROOKLYN,11214,NEW YORK,PAID IN FULL,STIPULATED,BROOKLYN,11/09/2015,10:30:00,,11/06/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,,,$400.00,$400.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000393K,09/21/2015,07:00:00,DEPT. OF BUILDINGS,LIVLONG PROPERTIES,,$0.00,BROOKLYN,00164,0013,155,SCHERMERHORN STREET,,BROOKLYN,11201,NEW YORK,BROOKLYN,166,LIVINGSTON STREET,BROOKLYN,11201,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/20/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
